t,ax,ay,az
0,0.0,0.0,0.0
0.01,0.0,0.0,0.0
0.02,0.0,0.0,0.0
0.03,0.0,0.0,0.0
0.04,0.0,0.0,0.0
0.05,0.0,0.0,0.0
0.06,1.3278391394209759,-0.30858981600143487,5.1334261130014935
0.07,6.256969756629768,-1.4541197714407583,24.189445079130685
0.08,11.18869493940766,-2.6002527039183403,43.25549463575002
0.09,16.124196840276486,-3.747263345680256,62.336144984508906
0.1,23.638047233523533,-5.49348217707087,91.384690604802
0.11,24.173254551623362,-5.617864357797271,93.45380209657593
0.12,24.709247152194486,-5.74242903817,95.52594949038391
0.13,25.2458682369253,-5.867139778261441,97.60052660395321
0.14,25.78328204813152,-5.992034747985768,99.67816839807648
0.15,26.321525530935123,-6.117122533389322,101.7590177025952
0.16,25.290423357432097,-5.8774943882672215,97.77277669983249
0.17,24.2576896992554,-5.637487086106956,93.78022837732141
0.18,23.223160953648055,-5.397062605627809,89.78074024680339
0.19,22.187079369508616,-5.156277245473803,85.77524884252033
0.2,21.1495943228366,-4.915165720627226,81.76433165208631
0.21,21.225390648940788,-4.932780786813839,82.0573602488051
0.22,21.30123201252925,-4.950406319711799,82.3505629604381
0.23,21.377161577976743,-4.968052350721797,82.6441066604581
0.24,21.453140626025586,-4.985709881488347,82.93784166021494
0.25,21.52913659562325,-5.003371344822844,83.23164207867949
0.26,21.605148982461234,-5.021036623523991,83.52550596619514
0.27,21.68121839818782,-5.038715155738849,83.81959032739412
0.28,21.757407024971094,-5.0564213926032835,84.11413555853827
0.29,21.83361320293142,-5.0741317083612625,84.40874864253288
0.3,21.909836552896387,-5.09184601489312,84.70342811349745
0.31,21.98607935633917,-5.109564842413224,84.99818279160725
0.32,22.062467318616296,-5.127317404846429,85.29349865377063
0.33,22.138884433103232,-5.145076742253193,85.58892721837712
0.34,22.21531903687754,-5.162840144170341,85.88442339656858
0.35000000000000003,22.29177222811291,-5.180607865813441,86.17999143388452
0.36,22.368321921808906,-5.19839801462839,86.47593254971324
0.37,22.236337892708175,-4.292037727747873,86.86435044538916
0.38,22.314978766969173,-4.3063345638063915,87.1603219848716
0.39,22.393490832055207,-4.320841055884751,87.45640587440039
0.4,22.47186424219865,-4.3355726100791845,87.75261642769694
0.41000000000000003,22.550210054018265,-4.350558011643294,88.04941023598249
0.42,22.628386816534125,-4.365783064469447,88.34629509038228
0.43,22.706381784156516,-4.38125886794044,88.64326845979839
0.44,22.78418385833735,-4.39699738278537,88.94033498049198
0.45,22.861901271201884,-4.4130532482476745,89.23798651573624
0.46,22.939434612884096,-4.429389743925931,89.53583666422577
0.47000000000000003,23.01674816253544,-4.446029254792739,89.83382206859467
0.48,23.093816816153623,-4.462982534784336,90.13189514181279
0.49,23.170631523240424,-4.480264610490931,90.43007044612278
0.5,23.249482425304826,-4.498443176400961,90.73728218343075
0.51,23.28168422753592,-4.506198336358505,90.8653223506429
0.52,23.31355785992894,-4.514329315929064,90.99334178663483
0.53,23.34510720580835,-4.5228575799485835,91.12140594594725
0.54,23.376308539771873,-4.5317886350800975,91.24945399819914
0.55,23.407140855375943,-4.541143834635511,91.37745918975583
0.56,23.437602443491958,-4.550956234023628,91.50548064613433
0.5700000000000001,23.46769514252609,-4.561222002814146,91.63352204224233
0.58,23.497385734840115,-4.571967538116358,91.76151444069374
0.59,23.526682541124572,-4.583231721804761,91.88955038726743
0.6,23.555584168862858,-4.595006733738133,92.01760533841681
0.61,23.584054930276334,-4.607321873680483,92.14559376513014
0.62,23.612112067815637,-4.620221569464977,92.27363440567309
0.63,23.63975105747469,-4.633693397667008,92.40166949418496
0.64,23.666940651898592,-4.647790961789484,92.52965373399395
0.65,23.69373601590451,-4.66251139929289,92.65774293008693
0.66,23.72008026399976,-4.677885213024908,92.7857507722223
0.67,23.745982956928007,-4.693969975609792,92.91375850526558
0.68,23.771496374280375,-4.710739225050809,93.0418552471617
0.6900000000000001,23.796575562950387,-4.728237676173499,93.16989616706294
0.7000000000000001,23.821236229698375,-4.74649262652091,93.29791243177772
0.71,23.84546588156222,-4.7655244271502095,93.42581690190327
0.72,23.869282304001302,-4.785408242932862,93.55370163279771
0.73,23.89278016814636,-4.806091813287328,93.68173051916523
0.74,23.91590330820501,-4.827631659817773,93.80968859979116
0.75,23.938660092436127,-4.850050117277086,93.93752712839243
0.76,23.961087559588535,-4.873374992954213,94.06529611908678
0.77,23.98318603499944,-4.8976745783701086,94.19295892749993
0.78,24.005076461528567,-4.922892535495855,94.3207290957746
0.79,24.02671561407327,-4.949083642135095,94.448375414228
0.8,24.048138146379035,-4.976268307110165,94.57588599525064
0.81,24.069368096418156,-5.004511418388315,94.70325276544982
0.8200000000000001,24.09052175433458,-5.033748636321941,94.830632402874
0.8300000000000001,24.111599000893467,-5.064033789448888,94.95789491641577
0.84,24.13262454772673,-5.095373735336789,95.08493198424284
0.85,24.153675146027034,-5.127783414939738,95.21182047496603
0.86,24.17481308117616,-5.161324235618139,95.33862414133475
0.87,24.19610118199418,-5.195895169556706,95.46523139963038
0.88,24.217594152070856,-5.231545927535736,95.59164528045127
0.89,24.23933585518519,-5.268266627125965,95.71776126709527
0.9,24.26142106440481,-5.306108635917866,95.84370414689582
0.91,24.283943068648405,-5.344952840807415,95.96944547290845
0.92,24.30694505622585,-5.384827149128633,96.09488899062238
0.93,24.330491647526024,-5.42570314775309,96.21996651757705
0.9400000000000001,24.354693284072397,-5.467611701716681,96.34481166180345
0.9500000000000001,24.37964042718,-5.510406327822219,96.46937774436174
0.96,24.40537763494371,-5.554089172187366,96.59353621537758
0.97,24.431991575720392,-5.5986087939711,96.71728478590335
0.98,24.459580500555795,-5.643940425294856,96.84067868996362
