t,wx,wy,wz
1.05,0.06989542588943363,-0.038493414128007414,2.717601416262501
1.06,0.06709746171252433,-0.03866851915308554,2.7895284515527887
1.07,0.06417290198926266,-0.03865406517506887,2.862225732384693
1.08,0.06113664389201126,-0.03843730312194541,2.9356786452646686
1.09,0.05799384203674979,-0.03801415291890419,3.0098713461854056
1.1,0.05475906596288242,-0.03737483247457715,3.0847873709400475
1.11,0.05145570205166004,-0.03650564440201829,3.160413166108941
1.12,0.04810514690818427,-0.03539711399911466,3.2367318384956727
1.1300000000000001,0.044730589177794204,-0.034041265670371496,3.3137254189405967
1.1400000000000001,0.04135679794052747,-0.0324319516562651,3.3913778316241476
1.1500000000000001,0.038009986083946824,-0.030565083172291604,3.469673748044062
1.16,0.034717629140924584,-0.028438866234249353,3.5486027781926706
1.17,0.031508385878082044,-0.02605413184638436,3.628141716448114
1.18,0.028411707518371934,-0.023414440467451517,3.70827430527918
1.19,0.02545762027764374,-0.020526363347573174,3.788984004106893
1.2,0.022676383767013475,-0.017399634701065817,3.8702601541354857
1.21,0.02009822427213873,-0.014047108531162972,3.952083368289026
1.22,0.017752897209028944,-0.010485388453978069,4.034434216239429
1.23,0.0156692505196626,-0.0067344934695047496,4.117296347804705
1.24,0.013874771727260416,-0.002818088746857496,4.2006533166626605
1.25,0.01239526123305034,0.0012368435444505158,4.284496345604869
1.26,0.011254163676694288,0.005399579491222487,4.368803649099523
1.27,0.010472144436209549,0.009636102200173552,4.453556841921121
1.28,0.010066561873967273,0.013909238997424704,4.538739807298032
1.29,0.010050990856758812,0.018178946540056355,4.624339092558777
1.3,0.010434717797560925,0.02240261133540137,4.710343983421929
1.31,0.01122226400304176,0.02653555984570071,4.796730940619965
1.32,0.012413099733830002,0.03053154695566527,4.8834840058641635
1.33,0.014000892652300888,0.034343252375617715,4.970587616484922
1.34,0.015973507166381188,0.037922153480087005,5.058027516528901
1.35,0.018313176925050356,0.04122256054546651,5.145798108990264
1.36,0.020995342477689957,0.04419767876854356,5.233873125246435
1.37,0.023989133693502245,0.046803217153450066,5.322237810435976
1.3800000000000001,0.02725751295149609,0.04899786531321265,5.410879854542793
1.3900000000000001,0.03075723559574614,0.05074405744109289,5.499795538562495
1.4000000000000001,0.03443936515826773,0.05200904948399996,5.588956637809534
1.41,0.03824950952782506,0.05276574389189583,5.678349528440249
1.42,0.04212870842326663,0.05299327398360285,5.767959946619911
1.43,0.04601380272896369,0.05267836658331959,5.857774057643068
1.44,0.0498385806846003,0.05181571347826012,5.947778228938413
1.45,0.053534658432997005,0.050408794997536956,6.03796619731456
1.46,0.05703276683466261,0.04847041912749524,6.128328796979378
1.47,0.06026404040821535,0.04602293469445536,6.218842081437541
1.48,0.06316127373102134,0.04309865264384038,6.309493155752014
1.49,0.0656604650149287,0.03973980422557419,6.400269527001836
1.5,0.06770229220134648,0.03599823426371288,6.49116113493148
1.51,0.06923359649865077,0.03193501469507396,6.582162352014048
1.52,0.07020910905487278,0.027619864380581165,6.67325321598452
1.53,0.07059256443899192,0.023129975894516503,6.764426219133313
1.54,0.07035840940950869,0.018549032559205945,6.855661703668484
1.55,0.06949277192645159,0.013965678191201081,6.946945263789111
1.56,0.06799484892554751,0.009471867052078291,7.038264354412181
1.57,0.06587730654033827,0.005160869861299125,7.129614398346998
1.58,0.06316554525234862,0.0011254314884551868,7.220979645553591
1.59,0.05990123092349988,-0.0025445901132143565,7.3123440161040465
1.6,0.05613927546997242,-0.005764523913101405,7.403697917263138
1.61,0.051948225937719826,-0.008457229960669272,7.495039187077309
1.62,0.047409421324809645,-0.01055539133461242,7.586346003093167
1.6300000000000001,0.04261537736946068,-0.012003736576931405,7.677607930840435
1.6400000000000001,0.037668183981072134,-0.012761029580686355,7.768818307566342
1.6500000000000001,0.032677409753050154,-0.012802130657979926,7.85997089603542
1.6600000000000001,0.02775752966070449,-0.01211912052315946,7.951050663781353
1.67,0.0230251957651781,-0.010722269609752248,8.042045954713215
1.68,0.01859618474089466,-0.008641480924138691,8.132951874602975
1.69,0.014582121500927978,-0.0059257913074740156,8.223764964771075
1.7,0.011086982984488972,-0.002643526480614406,8.314467380090072
1.71,0.008204550991737699,0.001120214730281659,8.40505151371517
1.72,0.006013892062216554,0.005262908985333509,8.495517438017412
1.73,0.004577379364192877,0.009668472277418615,8.585855083575597
1.74,0.00393775214709195,0.014209593756003062,8.676050801202447
1.75,0.004115827924101691,0.018750946457650932,8.766097895256944
1.76,0.005108776294462584,0.023153029301992076,8.856004678199676
1.77,0.006889220963261162,0.02727642830104505,8.945755507418324
1.78,0.009405051531066853,0.03098626630283985,9.03533844543797
1.79,0.012579867719424714,0.034156415660626924,9.124746427727482
1.8,0.016314586541414332,0.03667448972052236,9.213974779361811
1.81,0.02048957386342063,0.03844578085414126,9.303018027779517
1.82,0.024967847359525466,0.03939733014409711,9.391871073356752
1.83,0.02959874411281866,0.03948106474037312,9.480550682889806
1.84,0.03422299450809654,0.038677078370046546,9.569036975494141
1.85,0.038677685162300676,0.03699507853066645,9.657318715197382
1.86,0.04280190411582694,0.034475433635272175,9.745391680105492
1.87,0.046442827820363054,0.031189080394826037,9.833251942557311
1.8800000000000001,0.04946099610099831,0.02723488056521251,9.920895776155017
1.8900000000000001,0.05173561206942961,0.02273798754971085,10.00831966623207
1.9000000000000001,0.053171838311550146,0.01784768553964897,10.095541432833627
1.9100000000000001,0.05370374580676886,0.012730711814189196,10.182547077976093
1.92,0.053297749999420475,0.007565744408443015,10.26932143709665
1.93,0.05195601515061613,0.0025374342803587504,10.355863261202211
1.94,0.04971738799918097,-0.0021710540092418104,10.442169988736076
1.95,0.046656851135916506,-0.00638536172156459,10.528239294489627
1.96,0.042884001046158124,-0.009947184015237788,10.614069031915552
1.97,0.03853960114034864,-0.01272151460942486,10.6996696696762
1.98,0.033791227176971354,-0.014602704653544699,10.785037528740572
1.99,0.02882666559273575,-0.015520543516769788,10.870163220927134
2.0,0.023846745846194662,-0.015443947325751405,10.955047053635225
2.0100000000000002,0.01905711118052478,-0.01438376865216015,11.03968743006827
2.02,0.014659393783128593,-0.012393710640154612,11.12408066804226
2.0300000000000002,0.010842123076890397,-0.009569336170003218,11.20822425868163
2.04,0.007771913583756931,-0.006045171938655249,11.292100982517255
2.05,0.005585104188296246,-0.001989758060404391,11.375737623114262
2.06,0.004380630866817113,0.0024009642855997194,11.459120843617448
2.07,0.004214371718087633,0.006911780912132824,11.54224960969069
2.08,0.005094902765739643,0.011317776384420669,11.625113504681014
2.09,0.006982051482774624,0.015394967605344137,11.707711784298596
2.1,0.009787392194756548,0.018930678022718785,11.790049188190855
2.11,0.013375879910754866,0.021735024582733114,11.872133443317818
2.12,0.01757482903505115,0.023648285702558117,11.953949079169623
2.13,0.022175959346993568,0.024553935262793987,12.035494202732949
2.14,0.026949387233561852,0.02438129206434468,12.116768057863176
2.15,0.03165227017515965,0.023114583568652432,12.197770024720546
2.16,0.0360420918143405,0.02079025167663932,12.27851594392743
2.17,0.03988776803346149,0.017498641778721756,12.35899476242681
2.18,0.04298398660708201,0.01338430934985384,12.439199802167746
2.19,0.0451611091146912,0.008634360144214686,12.519130885340937
2.2,0.04629599993392383,0.0034719317935021717,12.598787930222782
2.21,0.04631898707275031,-0.0018559047814330704,12.678187093780851
2.22,0.0452193452336975,-0.007090420171793584,12.757320050082747
2.23,0.04304731875991066,-0.011975695149356322,12.83617713696719
2.24,0.03991219140740984,-0.01627341073789395,12.91475981130699
2.25,0.03597756005509318,-0.019776575556713347,12.993068542336404
2.2600000000000002,0.03144865761984935,-0.022317149049927584,13.071116424482717
2.27,0.026571254443009243,-0.02378567908684452,13.148901280919766
2.2800000000000002,0.0216099254806376,-0.024133535560619056,13.226412794838222
2.29,0.01683439869448502,-0.023373859163381538,13.303651839990241
2.3000000000000003,0.012505033869463464,-0.021587062571415756,13.380618797842981
2.31,0.008854552348304835,-0.018917020454175978,13.45731882153033
2.32,0.006078197551756075,-0.015556230866000186,13.533767138558838
2.33,0.0043143297420298096,-0.011745330907353026,13.60994553032216
2.34,0.0036399134254192383,-0.007751228735395366,13.685854057500267
2.35,0.004061636168373385,-0.003853124083494129,13.761493833264742
2.36,0.00551640934653551,-0.0003241327060319266,13.836869330884745
2.37,0.007873897776178274,0.0025864745161874422,13.911947886709621
2.38,0.010942968028874647,0.004669099622990452,13.986812427130998
2.39,0.014484879311409259,0.005770638434713183,14.061411798175794
2.4,0.018229397338111953,0.005800102239395525,14.13575334543975
2.41,0.021889121766916007,0.004741456278763135,14.20983123381833
2.42,0.02518182590519971,0.002655954029003187,14.283646877953599
2.43,0.02784842391551098,-0.0003273442212118985,14.35720150268085
2.44,0.029670728576501108,-0.004013718098748995,14.430513960908922
2.45,0.03049066772919332,-0.008155019402785848,14.50358185511136
2.46,0.030220278947792407,-0.012469812460280559,14.576390788771457
2.47,0.028849967610467635,-0.016662009322007936,14.64894245081328
2.48,0.0264420083842258,-0.020440660765236995,14.72123801224904
2.49,0.02314417326776606,-0.023541978951056784,14.793278932067818
2.5,0.01916811394112069,-0.02575080166736457,14.865078121874115
2.5100000000000002,0.014774728616545682,-0.026912956380914003,14.936633747016073
2.52,0.01025997262850507,-0.026949900700876658,15.007949140033526
2.5300000000000002,0.005932063581969449,-0.025869317779658407,15.079029608496299
2.54,0.002087059408381367,-0.023760602081499552,15.149867863831249
2.5500000000000003,-0.0010134902482878527,-0.020792002416138263,15.220467600106096
2.56,-0.003163783329924122,-0.017198606198274045,15.29085028174602
2.57,-0.004225767810415133,-0.013261963849208297,15.36100911764519
2.58,-0.00414663720760679,-0.009294782106450995,15.430939476836025
2.59,-0.0029645445741842283,-0.005612556503391183,15.500651358747392
2.6,-0.0007982519426459764,-0.0025106072167352797,15.57016056987673
2.61,0.0021511670401429006,-0.00024030214250329488,15.63945273635273
2.62,0.00561882213868775,0.0010149631917738377,15.708537389874802
2.63,0.00930054726936115,0.0011484655990104643,15.777429189141694
2.64,0.012871610820858805,0.00014351286798917198,15.846114349127113
2.65,0.01601507255686692,-0.001920920082749643,15.914595448997623
2.66,0.01844868392150488,-0.004880443253151451,15.982893824957232
2.67,0.019947451793295334,-0.008497287719459705,16.051002193816544
2.68,0.020363905200313295,-0.012478481161975573,16.1189154969489
2.69,0.01964016510890552,-0.01650094850739513,16.186640134515287
2.7,0.017812870845578466,-0.020238171024766237,16.25419127065254
2.71,0.015012437153754986,-0.0233877617850566,16.321565713763775
2.72,0.011449668702463348,-0.025699346410773018,16.388764186404426
2.73,0.007399939112863852,-0.0269933132399833,16.455786419494054
2.74,0.003178313482336167,-0.027178612205989584,16.522638861341864
2.75,-0.0008877632917172832,-0.02626164310463839,16.589323425554607
2.7600000000000002,-0.004488242986070264,-0.02434402837530694,16.655829293740574
2.77,-0.007358099076830853,-0.021614384660222287,16.722168371877693
2.7800000000000002,-0.009300885562523852,-0.01833124429201817,16.788366581238126
2.79,-0.010208070114870415,-0.014798688118307058,16.8543969206435
2.8000000000000003,-0.0100656693461453,-0.011338104658013666,16.92026950590677
2.81,-0.008959389894723085,-0.008259009802213552,16.985991873608512
2.82,-0.007064821149716376,-0.0058283322058788585,17.051551468622936
2.83,-0.004629314223980321,-0.004245342001796168,17.116963030111975
2.84,-0.0019483098369871086,-0.0036244391690154975,17.18222614451807
2.85,0.0006625318242328656,-0.003980996098864001,17.24733500477193
2.86,0.0028995555345954715,-0.005231134246671201,17.312308384554715
2.87,0.004501613119211391,-0.007201039947541521,17.37712745470463
2.88,0.0052759927877770564,-0.009643463753131918,17.44179859755814
2.89,0.0051188089900054455,-0.012263646423288583,17.506293627834868
2.9,0.004024560813429684,-0.014749246195988218,17.57068718135923
2.91,0.002087507222252987,-0.01680207593011763,17.634940174963493
2.92,-0.0005066964109563743,-0.018169866202200038,17.699041723363337
2.93,-0.0035011636184499573,-0.018672678054235097,17.76298454841962
2.94,-0.006593879185822046,-0.01822330854361058,17.826760998127813
2.95,-0.009470181183231736,-0.016835280034029225,17.89036420594817
2.96,-0.011834555410557656,-0.014623397054625781,17.95378743886098
2.97,-0.013445007830589894,-0.011794134042516299,18.017023860778114
2.98,-0.014137495801491628,-0.008621089285231271,18.08006762155849
2.99,-0.013846162138021412,-0.00541792827728041,18.14291371047078
3.0,-0.012610027185545986,-0.0025037659345010497,18.205556874326483
3.0100000000000002,-0.01057192573540088,-0.00016914097920528294,18.267934256338684
3.02,-0.007963384098519684,0.0013577223318118952,18.32991952774617
3.0300000000000002,-0.005075898331593655,0.0019361152957357475,18.391406962047313
3.04,-0.0022310672480798477,0.001527837129150208,18.452321261658344
3.0500000000000003,0.0002543328289358794,0.00020155621402765132,18.51256353206132
3.06,0.0021040128652672716,-0.0018744804498471552,18.572177354081017
3.0700000000000003,0.0031116323228580424,-0.004451845937034467,18.630969189710996
3.08,0.0031632608564557863,-0.007229180575503596,18.688901519287704
3.09,0.0022503032687431882,-0.009885341321438233,18.746010259218505
3.1,0.00046994151055623426,-0.012115619569498639,18.80203042818614
3.11,-0.001988394407358864,-0.01366511808477769,18.857130651712076
3.12,-0.0048624781634228975,-0.014357770388411727,18.911068586677374
3.13,-0.007850152709701227,-0.014115299092797835,18.963969188972268
3.14,-0.010642633368316128,-0.012958295006207479,19.01576093941927
3.15,-0.012959054763149154,-0.011012939444214873,19.06631746951449
3.16,-0.014579362117448882,-0.008487335887108786,19.115597784192598
3.17,-0.01536792715496845,-0.005647472586298281,19.16364205661123
3.18,-0.015284438670275432,-0.00278482750401481,19.210362482002974
3.19,-0.01439133347353693,-0.00018291711068396487,19.255781915221224
3.2,-0.012838491802604525,0.0019155480068528,19.299827219175057
3.21,-0.01084668690838265,0.0033389342364778195,19.34251546149009
3.22,-0.00867783928883342,0.00400058147261347,19.383759810661196
3.23,-0.00660171426315927,0.003910876292721504,19.42356181868627
3.24,-0.004863511320576694,0.003170768155407195,19.462023930208343
3.25,-0.0036541797761484632,0.00195692897122124,19.499066701345388
3.2600000000000002,-0.0030883971335821975,0.0004977251045497854,19.534444246330423
3.27,-0.0031928674217358284,-0.0009569626225707293,19.568457565907636
3.2800000000000002,-0.0039050826452479066,-0.002168158209854429,19.601068200965045
3.29,-0.005083103511197009,-0.0029365922778402144,19.632080159499218
3.3000000000000003,-0.006526575337207807,-0.0031293893064512014,19.661535763469416
3.31,-0.00800325296292873,-0.002694203072672921,19.689476359276252
3.3200000000000003,-0.009279743616685297,-0.0016648242974677135,19.715956123790768
3.33,-0.010151560606245781,-0.00015531888519952557,19.741053308378095
3.34,-0.01046919046017172,0.0016560080331054364,19.764783170094102
3.35,-0.010156358418275094,0.003549771429349857,19.787127699565694
3.36,-0.009219781328890104,0.005294794317223712,19.80816478962514
3.37,-0.0077471285022769724,0.00667754961137282,19.827895418087373
3.38,-0.005895622296376072,0.0075290660638768405,19.84644220693698
3.39,-0.0038713707420585425,0.007746237719228315,19.863810158080785
3.4,-0.0019032617546307458,0.007304162425092245,19.87995374748665
3.41,-0.00021491356900505326,0.006259060133114881,19.89495645557744
3.42,0.0010039974044531678,0.0047406962304222455,19.908879541902234
3.43,0.0016205518334082435,0.002935806439150814,19.921764710791937
3.44,0.0015724733709172236,0.001064446627599899,19.933670427803797
3.45,0.0008771058848737316,-0.0006456142187865967,19.944640841466107
3.46,-0.0003716634160229992,-0.001987551589323539,19.954717711364648
3.47,-0.002017176532908692,-0.0027991416617795337,19.96390925735229
3.48,-0.0038579977085640544,-0.0029823611204038546,19.972293636656346
3.49,-0.005674220327719317,-0.0025131472663882516,19.97991601502065
3.5,-0.007252708443373736,-0.0014403300569691383,19.986807160029866
3.5100000000000002,-0.00841241916789129,0.0001173371836573865,19.99299635486817
3.52,-0.009022762047529302,0.001991809334969477,19.99843874301051
3.5300000000000002,-0.009016811566431986,0.003982968373320065,20.0032091686427
3.54,-0.008403614008055933,0.005883487362148884,20.007360458361624
3.5500000000000003,-0.007258117398852298,0.007507365551469077,20.010914524245475
3.56,-0.005717385877591613,0.008736084033459254,20.013891674801787
3.5700000000000003,-0.0039227868753195505,0.009326227043308584,20.01624660105814
3.58,-0.002140762891175148,0.009181240487653357,20.018025045862696
3.59,-0.0006540034833342913,0.00838249089564084,20.019284221277623
3.6,0.0003081676234794273,0.007110604206053498,20.02003956995481
3.61,0.0006043595627849253,0.005615220871408763,20.0203055591777
3.62,0.0001965657403750471,0.004179533363756407,20.020024944189647
3.63,-0.0008447991515131754,0.0030813702025417325,20.01924984669214
3.64,-0.002350479274106797,0.0025531722720860944,20.018035447975798
3.65,-0.0040761941954412075,0.0027501945342714488,20.016386846706734
3.66,-0.005735027463207003,0.0037293100528244544,20.014313965708578
3.67,-0.007034397568178099,0.005439729560885182,20.01176931613931
3.68,-0.007715775638799446,0.0077288012143849425,20.008775569446723
3.69,-0.007586128167730505,0.01036063277286498,20.00539260078219
3.7,-0.006545235649303637,0.013041880258749503,20.001625614795547
3.71,-0.004599483840240936,0.015458847579944479,19.997481536350953
3.72,-0.0018614007198222721,0.01731493091126768,19.99291965184707
3.73,0.001461858600630862,0.01836586853991172,19.98794039936475
3.74,0.005092232844288224,0.018448742653953642,19.982610097946218
3.75,0.0087123587204118,0.017500326807615565,19.97693255499872
3.7600000000000002,0.012000652709838825,0.015564504605375585,19.970911925548126
3.77,0.01466798678853313,0.012786064076440756,19.964520833794747
3.7800000000000002,0.01648773576533088,0.009393736256808847,19.95771010339122
3.79,0.017319641121300664,0.005674821968132073,19.950565231636006
3.8000000000000003,0.01712347773617859,0.0019425088856319852,19.94310462861688
3.81,0.01596053460517786,-0.0014983167822844505,19.935325282199045
3.8200000000000003,0.01398161686408151,-0.004382871426253289,19.927232453301194
3.83,0.011409577578543977,-0.006513568282405706,19.91882936997732
3.84,0.008511016582591839,-0.007777096717522124,19.910118532765985
3.85,0.005566202632264429,-0.008151727050981616,19.90106673894894
3.86,0.0028377435540526495,-0.007704379264337727,19.89161977975518
3.87,0.0005448038768038051,-0.006577922072869623,19.881876676871624
3.88,-0.0011591069744144513,-0.004969829854637669,19.871844061411412
3.89,-0.002197443931978926,-0.003106003276197608,19.86152150714548
3.9,-0.002571680418910807,-0.0012135259943770555,19.850910281710632
3.91,-0.0023560721361833427,0.0005053143145864452,19.83991982952854
3.92,-0.0016813246732962828,0.001894608722666576,19.828657751322318
3.93,-0.0007139281904360436,0.0028588513883710245,19.817143284277037
3.94,0.00036772132232010463,0.0033690257626577623,19.805394370409626
3.95,0.001397031580899212,0.0034599499298927335,19.793427757872468
3.96,0.00223994114411461,0.0032198103493335196,19.781259081136707
3.97,0.002810211560242991,0.002773541092972857,19.76890293569034
3.98,0.00307761993691603,0.0022623920644166866,19.756372947689474
3.99,0.0030683796974384663,0.001822455952024266,19.74368183894366
4.0,0.002858068696830925,0.0015648746082195712,19.73084148754427
4.01,0.0025582175365958947,0.0015601792677574363,19.7178629843968
4.0200000000000005,0.0022985190046799103,0.001828578917853526,19.704756685957793
4.03,0.002207021698163453,0.002337268933291544,19.691532263401868
4.04,0.00239088366454652,0.0030048775969252024,19.678198748466762
4.05,0.0029200910726387423,0.0037123404838046888,19.6647645761816
4.0600000000000005,0.003816126169130911,0.004318703523192274,19.65123762469245
4.07,0.005046907904219624,0.004679780976406163,19.637625252332672
4.08,0.006528532670523544,0.004667377050957937,19.62393433221374
4.09,0.008133538851201239,0.004186667619825649,19.61017128442011
4.1,0.009704601250126276,0.003189669248817574,19.596342105990725
4.11,0.01107198644163383,0.001683243989770652,19.582452398878004
4.12,0.012072659712728574,-0.00026926899895998507,19.56850739599452
4.13,0.01256881595319208,-0.0025529147181368767,19.554511985505385
4.14,0.012463699385062671,-0.005011858722696095,19.540470733490622
4.15,0.011712952738027211,-0.007464707703113623,19.526387905097117
4.16,0.010330271209789965,-0.009722628780277022,19.512267484288078
4.17,0.0083868292187661,-0.011608223562664137,19.498113192294518
4.18,0.0060044067596535565,-0.01297307435078656,19.48392850487725
4.19,0.003344624328379332,-0.01371215421652429,19.469716668426546
4.2,0.0005914935919227886,-0.013773295205308032,19.45548071514002
4.21,-0.0020646280782092236,-0.01316160976846275,19.441223475961888
4.22,-0.004446148004382068,-0.011937123956761289,19.426947595914406
4.23,-0.006402981076140399,-0.010207307331895123,19.41265554699608
4.24,-0.007826054117749611,-0.008116465309756135,19.398349635870353
4.25,-0.008655280462974254,-0.005830096181200348,19.384032016618477
4.26,-0.008881857782306822,-0.003518592320168406,19.369704701787278
4.2700000000000005,-0.008546002059820298,-0.0013414690994904613,19.35536957090762
4.28,-0.007730013735985845,0.0005664175589289642,19.341028378528645
4.29,-0.006547230932120854,0.0021055055316340455,19.32668276278487
4.3,-0.005127905061705429,0.003217609851137623,19.312334900750628
4.3100000000000005,-0.0036061036402872107,0.0038874670481405934,19.29798878158538
4.32,-0.0021054838339955345,0.004139501592206175,19.283645330495
4.33,-0.0007285433941651587,0.004030691573330488,19.26930520307018
4.34,0.0004512959281261703,0.0036404716142495012,19.254969011681197
4.3500000000000005,0.0013934476401738158,0.0030592946714325968,19.24063732776777
4.36,0.0020899675097988545,0.002376940957360509,19.226310684468874
4.37,0.002561541990302598,0.0016720426648493916,19.211989579086836
4.38,0.002850425069127464,0.0010039606032580613,19.197674475394766
4.39,0.0030113228251452025,0.00040778211458459044,19.183365805807973
4.4,0.003101502172064717,-0.00010708243149283108,19.169063973426006
4.41,0.003171316898509467,-0.000554836240202302,19.15476935393855
4.42,0.003256363898159975,-0.0009681688498339153,19.140482297434346
4.43,0.003372038923457801,-0.0013907467890446274,19.126203130103836
4.44,0.003511256642201465,-0.0018685487121697306,19.111932155819567
4.45,0.0036453713629443583,-0.002441011227889476,19.097669657629254
4.46,0.003728164473859097,-0.0031331733285677823,19.083415899147827
4.47,0.00370233056174497,-0.003949758319069021,19.06917112585554
4.48,0.0035076474437105536,-0.004871924791488473,19.05493556629755
4.49,0.0030897742719026926,-0.005857060367614325,19.040709433208484
4.5,0.0024086242913783115,-0.006841565616243518,19.02649292456866
4.51,0.0014455351008437784,-0.007746545559861937,19.01228622452651
4.5200000000000005,0.00020787430794020405,-0.008485466945965454,18.998089504316344
